,NOM,NOM_ENTIER,WKT,date_constr,date_fin,date_fin_format,date_nom,date_nom_format,date_ordre,id_propre,n_sq_vo,note,source,source_constr,source_constr_ID,source_fin,source_fin_ID,source_nom,source_nom_ID,source_ordre,source_ordre_ID,temp_loc,TYPE
186,PERCEE,Rue Percée,"LINESTRING (2.34032189695415 48.865425099999,2.34037805643277 48.8654457814957,2.34071883214719 48.8655746349903,2.34071883237219 48.8655747249261,2.34088417727547 48.865637578004)",1633.0,1635,1635/01/01,1633,1633/01/01,1633,750605036,750005998,"rue ouverte en 1633, s'appelle rue Percée puis en 1635 petite-rue de La Vrillière, en 1810 rue de la Banque puis depuis 1847 rue Catinat",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,3,RUE
187,VRILLIERE,Petite-Rue de la Vrillière,"LINESTRING (2.34032189695415 48.865425099999,2.34037805643277 48.8654457814957,2.34071883214719 48.8655746349903,2.34071883237219 48.8655747249261,2.34088417727547 48.865637578004)",1633.0,1810,1810/01/01,1635,1635/01/01,1633,750605036,750005998,"rue ouverte en 1633, s'appelle rue Percée puis en 1635 petite-rue de La Vrillière, en 1810 rue de la Banque puis depuis 1847 rue Catinat",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,2,PETITE RUE
188,BANQUE,Rue de la Banque,"LINESTRING (2.34032189695415 48.865425099999,2.34037805643277 48.8654457814957,2.34071883214719 48.8655746349903,2.34071883237219 48.8655747249261,2.34088417727547 48.865637578004)",1633.0,1847,1847/01/01,1810,1810/01/01,1633,750605036,750005998,"rue ouverte en 1633, s'appelle rue Percée puis en 1635 petite-rue de La Vrillière, en 1810 rue de la Banque puis depuis 1847 rue Catinat",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,1,RUE
189,CHERUBINI,Rue Chérubini,"LINESTRING (2.3370138787182 48.8676836932307,2.33695076596261 48.867698441796,2.33632031907367 48.8678452036224,2.33626572507254 48.8678578928004)",1776.0,2020,2020/01/01,1838,1838/01/01,1776,750604230,750005910,voir art. rue Chabanais dans ISBN 2-7073-1054-9,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
190,CHABANAIS,Rue Chabanais,"LINESTRING (2.3370138787182 48.8676836932307,2.33695076596261 48.867698441796,2.33632031907367 48.8678452036224,2.33626572507254 48.8678578928004)",1776.0,1838,1838/01/01,1776,1776/01/01,1776,750604230,750005910,coude ayant changé de nom en 1838 pour devenir la rue Chérubini,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,1,RUE
191,CHABANAIS,Rue Chabanais,"LINESTRING (2.33656326494556 48.8668360827567,2.33657850353591 48.8668642843263,2.3370138787182 48.8676836932307)",1776.0,2020,2020/01/01,1776,1776/01/01,1776,750604496,750006001,"rue ouverte en 1776, coude débouchant rue Ste Anne devient rue Chérubini en 1838. Aussi en 1838 prolongement jusqu'à la rue Rameau",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
192,CHABANAIS,Rue Chabanais,"LINESTRING (2.3370138787182 48.8676836932307,2.33707603722886 48.867811839642,2.33709648493339 48.8678535655174)",1838.0,2020,2020/01/01,1838,1838/01/01,1838,750604229,750006001,"rue ouverte en 1776, coude débouchant rue Ste Anne devient rue Chérubini en 1838. Aussi en 1838 prolongement jusqu'à la rue Rameau",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
193,COLBERT,Rue Colbert,"LINESTRING (2.33952885614804 48.8679081117203,2.33946151940702 48.8679229516123,2.3382517464401 48.8681914104694,2.33819217680234 48.8682046315039)",1683.0,2020,2020/01/01,1683,1683/01/01,1683,750604169,750005838,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Colbert_(rue),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Colbert_(rue),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Colbert_(rue),FRBNF32357628,0,RUE
194,HERON,Rue Coq Héron,"LINESTRING (2.34181091657118 48.8641076024824,2.341929037241 48.8641053300633,2.34200054583506 48.8641512886052,2.3426602633178 48.8644884021259)",1543.0,2020,2020/01/01,1543,1543/01/01,portant le même nom ;1543,750605665,750005878,Auparavant une impasse (en 1298),POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Coq-H%C3%A9ron_(rue),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Coq-H%C3%A9ron_(rue),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Coq-H%C3%A9ron_(rue),FRBNF32357628,0,RUE
195,COQUILLIERE,Rue Coquillière,"LINESTRING (2.34084320204572 48.864558180195,2.34055942655766 48.8646887649978,2.34045506221202 48.8647370513587)",1292.0,2020,2020/01/01,1292,1292/01/01,1292,750605436,750005879,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
196,COQUILLIERE,Rue Coquillière,"LINESTRING (2.34235269577863 48.8638802384953,2.34181091657118 48.8641076024824)",1292.0,2020,2020/01/01,1292,1292/01/01,1292,750605773,750005879,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
197,COQUILLIERE,Rue Coquillière,"LINESTRING (2.34298478946536 48.8635635961207,2.34287423609602 48.8635943042966,2.34274746461563 48.8636125933603)",1292.0,2020,2020/01/01,1292,1292/01/01,1292,750605982,750005879,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
198,COQUILLIERE,Rue Coquillière,"LINESTRING (2.34181091657118 48.8641076024824,2.34162656267825 48.8642021062145,2.34084320204572 48.864558180195)",1292.0,2020,2020/01/01,1292,1292/01/01,1292,750605662,750005879,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
199,COQUILLIERE,Rue Coquillière,"LINESTRING (2.34274746461563 48.8636125933603,2.34235269577863 48.8638802384953)",1292.0,2020,2020/01/01,1292,1292/01/01,1292,750605886,750005879,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
200,COQUILLIERE,Rue Coquillière,"LINESTRING (2.3421396138637 48.8634719791646,2.34230234289384 48.8636013847756,2.34241080191082 48.8636300035011,2.34252739303797 48.8636246283408,2.34266837948578 48.863594217053,2.34274746461563 48.8636125933603)",1292.0,2020,2020/01/01,1292,1292/01/01,1292,750605931,750005879,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
201,CROIX DES PETITS CHAMPS,Rue Croix des Petits Champs,"LINESTRING (2.33953567069946 48.8630491043408,2.33958299923346 48.8631610185651,2.33976893384732 48.8635390587652)",1300.0,2020,2020/01/01,1633,1633/01/01,1300,750606110,750005891,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
202,CROIX DES PETITS CHAMPS,Rue Croix des Petits Champs,"LINESTRING (2.34045506221202 48.8647370513587,2.34066845467491 48.8650358097857)",1300.0,2020,2020/01/01,1633,1633/01/01,1300,750605340,750005891,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
203,CROIX DES PETITS CHAMPS,Rue Croix des Petits Champs,"LINESTRING (2.33939643805235 48.8627199464101,2.33953567069946 48.8630491043408)",1300.0,2020,2020/01/01,1633,1633/01/01,1300,750606264,750005891,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
204,CROIX DES PETITS CHAMPS,Rue Croix des Petits Champs,"LINESTRING (2.33976893384732 48.8635390587652,2.3402664951938 48.8644730397372,2.34045506221202 48.8647370513587)",1300.0,2020,2020/01/01,1633,1633/01/01,1300,750605902,750005891,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
205,CROIX DES PETITS CHAMPS,Rue Croix des Petits Champs,"LINESTRING (2.34066845467491 48.8650358097857,2.34090040157596 48.8653271837709,2.34106027765751 48.8655395594893)",1300.0,2020,2020/01/01,1633,1633/01/01,1300,750605194,750005891,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
206,CROIX DES PETITS CHAMPS,Rue Croix des Petits Champs,"LINESTRING (2.33918428067246 48.862218318749,2.33939643805235 48.8627199464101)",1300.0,2020,2020/01/01,1633,1633/01/01,1300,750606491,750005891,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
207,ABOUKIR,Rue d'Aboukir,"LINESTRING (2.34384982600495 48.8667549532017,2.34392902552154 48.8667885812437,2.34414290975957 48.8668791239519,2.34417521709872 48.8668927012044)",1634.0,2020,2020/01/01,1865,1865/01/01,1634,750604515,750006088,"tronçon allant de la place des Victoires à la rue Montmartre : ouverte en 1634, s'appelle rue des Fossés-Montmartre puis fusionnement de tous les tronçons sous son nom actuel en 1865. tronçon allant de la rue Montmartre à la rue des Petits Carreaux : c'était la rue Neuve St Eustache ouverte en 1634.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
208,FOSSES MONTMARTRE,Rue des Fossés-Montmartre,"LINESTRING (2.34384982600495 48.8667549532017,2.34392902552154 48.8667885812437,2.34414290975957 48.8668791239519,2.34417521709872 48.8668927012044)",1634.0,1865,1865/01/01,1634,1634/01/01,1634,750604515,750006088,"tronçon allant de la place des Victoires à la rue Montmartre : ouverte en 1634, s'appelle rue des Fossés-Montmartre puis fusionnement de tous les tronçons sous son nom actuel en 1865. tronçon allant de la rue Montmartre à la rue des Petits Carreaux : c'était la rue Neuve St Eustache ouverte en 1634.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,1,RUE
209,ABOUKIR,Rue d'Aboukir,"LINESTRING (2.34147713198817 48.8658553582387,2.34164493264905 48.8659188389034,2.34366157184849 48.8666834825942,2.34384982600495 48.8667549532017)",1634.0,2020,2020/01/01,1865,1865/01/01,1634,750604881,750006088,"tronçon allant de la place des Victoires à la rue Montmartre : ouverte en 1634, s'appelle rue des Fossés-Montmartre puis fusionnement de tous les tronçons sous son nom actuel en 1865. tronçon allant de la rue Montmartre à la rue des Petits Carreaux : c'était la rue Neuve St Eustache ouverte en 1634.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
210,FOSSES MONTMARTRE,Rue des Fossés-Montmartre,"LINESTRING (2.34147713198817 48.8658553582387,2.34164493264905 48.8659188389034,2.34366157184849 48.8666834825942,2.34384982600495 48.8667549532017)",1634.0,1865,1865/01/01,1634,1634/01/01,1634,750604881,750006088,"tronçon allant de la place des Victoires à la rue Montmartre : ouverte en 1634, s'appelle rue des Fossés-Montmartre puis fusionnement de tous les tronçons sous son nom actuel en 1865. tronçon allant de la rue Montmartre à la rue des Petits Carreaux : c'était la rue Neuve St Eustache ouverte en 1634.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,1,RUE
211,ABOUKIR,Rue d'Aboukir,"LINESTRING (2.34417521709872 48.8668927012044,2.34427663627043 48.8669243480957,2.34485140739246 48.8671032573663)",1634.0,2020,2020/01/01,1865,1865/01/01,1634,750604478,750006088,"tronçon allant de la place des Victoires à la rue Montmartre : ouverte en 1634, s'appelle rue des Fossés-Montmartre puis fusionnement de tous les tronçons sous son nom actuel en 1865. tronçon allant de la rue Montmartre à la rue des Petits Carreaux : c'était la rue Neuve St Eustache ouverte en 1634.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
212,NEUVE SAINT EUSTACHE,Rue Neuve-Saint-Eustache,"LINESTRING (2.34417521709872 48.8668927012044,2.34427663627043 48.8669243480957,2.34485140739246 48.8671032573663)",1634.0,1865,1865/01/01,1634,1634/01/01,1634,750604478,750006088,"tronçon allant de la place des Victoires à la rue Montmartre : ouverte en 1634, s'appelle rue des Fossés-Montmartre puis fusionnement de tous les tronçons sous son nom actuel en 1865. tronçon allant de la rue Montmartre à la rue des Petits Carreaux : c'était la rue Neuve St Eustache ouverte en 1634.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,1,RUE
213,DALAYRAC,Rue Dalayrac,"LINESTRING (2.33477837191547 48.8675700132618,2.33483029285482 48.8675785578022,2.33504498596584 48.8675310782804,2.33507742815041 48.8675323377289,2.33509951024716 48.867551403284,2.33511654890821 48.8675808992876,2.33534485689287 48.8680159711689,2.33535768280757 48.8680451973099,2.3353593044587 48.8680705660021,2.3353500347296 48.8680927687799,2.33532617880611 48.868110664541,2.33515237720357 48.8681567052208,2.33510712004455 48.868189528971)",1826.0,2020,2020/01/01,1829,1829/01/01,1825,750604282,750005894,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Dalayrac_(rue),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Dalayrac_(rue),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Dalayrac_(rue),FRBNF32357628,0,RUE
214,AMBOISE,Rue d'Amboise,"LINESTRING (2.33954264112639 48.8709171755431,2.33946684829337 48.8709327439917,2.33821951342292 48.8711891442795,2.33815816786819 48.8712017349164)",1781.0,2020,2020/01/01,1781,1781/01/01,1780,750603169,750006009,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Amboise_(rue_d%E2%80%99),FRBNF32357628,0,RUE
215,DANIELLE CASANOVA,Rue Danielle Casanova,"LINESTRING (2.33367532276686 48.8675161169086,2.33273293529338 48.8677282050574)",1700.0,2020,2020/01/01,1944,1944/01/01,1700,750604289,750005896,"Fait anciennement partie de la rue des Petis-Champs, dénomination en 1944. Correspond au prolongement de la rue Neuve des Petits Champs effectué en 1700",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
216,PETITS CHAMPS,Rue des Petits Champs,"LINESTRING (2.33367532276686 48.8675161169086,2.33273293529338 48.8677282050574)",1700.0,1944,1944/01/01,1700,1700/01/01,1700,750604289,750005896,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,1,RUE
217,ANTIN,Rue d'Antin,"LINESTRING (2.33256349614372 48.8681032335139,2.33285887492002 48.8684158275014,2.33299422500606 48.8685515319194,2.33314170524993 48.8686996472326)",1713.0,2020,2020/01/01,1713,1713/01/01,1713,750604197,750006040,Ce premier tronçon fut percé après décision de 1713,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Antin_(rue_d%E2%80%99),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Antin_(rue_d%E2%80%99),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Antin_(rue_d%E2%80%99),FRBNF32357628,0,RUE
218,ANTIN,Rue d'Antin,"LINESTRING (2.3332694234582 48.868829425273,2.33328906561622 48.8688468623287,2.33353604117023 48.8690631447737,2.33399526864275 48.8694243048309,2.33405401829406 48.8694706186942)",1839.0,2020,2020/01/01,1839,1839/01/01,1839,750603876,750006040,Ce tronçon fut percé après décision de 1839,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Antin_(rue_d%E2%80%99),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Antin_(rue_d%E2%80%99),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Antin_(rue_d%E2%80%99),FRBNF32357628,0,RUE
219,ANTIN,Rue d'Antin,"LINESTRING (2.33314170524993 48.8686996472326,2.3332694234582 48.868829425273)",1713.0,2020,2020/01/01,1713,1713/01/01,1713,750603896,750006040,Ce premier tronçon fut percé après décision de 1713,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Antin_(rue_d%E2%80%99),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Antin_(rue_d%E2%80%99),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Antin_(rue_d%E2%80%99),FRBNF32357628,0,RUE
